,OID_,OBJECTID,HUC10,VALUE_0,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_45,VALUE_46,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,TotalPixels,V_0_PERCENT,V_11_PERCENT,V_21_PERCENT,V_22_PERCENT,V_23_PERCENT,V_24_PERCENT,V_31_PERCENT,V_41_PERCENT,V_42_PERCENT,V_43_PERCENT,V_45_PERCENT,V_46_PERCENT,V_52_PERCENT,V_71_PERCENT,V_81_PERCENT,V_82_PERCENT,V_90_PERCENT,V_95_PERCENT,TotalPercents
10,,11,207000201,0.0,1758600.0,8595900.000000002,625500.0,251100.0,19800.0,2021400.0,196082100.0,6993000.0,47934000.0,4725900.0,2372400.0,0.0,575100.0,25418700.0,222300.0,1360800.0,579600.0,299536200.0,0.0,0.005871076684554321,0.028697366128033946,0.002088228401108113,0.0008382960056246958,6.61021939919115e-05,0.0067484330775378736,0.6546190410374438,0.023346093059870558,0.16002740236405483,0.015777391847796692,0.007920244698303578,0.0,0.0019199682709468838,0.08486019385970711,0.0007421473598182791,0.0045430235143531904,0.0019349914968541364,1.0
11,,12,208020602,0.0,48428099.99999999,19929600.0,10296900.0,5293800.0,2600100.0,277200.0,42970499.99999999,79364699.99999999,67923900.00000001,11027700.0,5732100.000000001,4256100.0,384300.0,2375100.0,59952600.00000001,50870700.0,2367900.0,414051300.0,0.0,0.1169615938894528,0.04813316610767796,0.024868657579386902,0.012785372247351958,0.006279656651241042,0.0006694822598069369,0.10378061848857857,0.19167842245634775,0.164047063733407,0.026633656264332464,0.013843936729579164,0.010279161060477288,0.0009281458601868899,0.005736245726073073,0.1447951014765562,0.1228608628930763,0.005718856576467699,1.0
12,,13,208020607,0.0,97731900.0,25632900.0,14269500.0,5282100.0,1116000.0,204300.0,18702900.0,29720700.000000004,58394700.0,5104800.0,2408400.0,2439000.0000000005,160200.0,1126800.0,37654200.0,29475000.0,9174600.0,338598000.0,0.0,0.2886369677316464,0.0757030460900537,0.04214289511456063,0.01559991494338419,0.0032959438626335657,0.0006033703684014672,0.05523629791079687,0.08777576949657116,0.17246026261230132,0.015076285152304502,0.007112859497102759,0.007203232151400778,0.0004731274254425602,0.0033278400935622776,0.11120620913295412,0.08705013024294296,0.02709584817394078,0.9999999999999999
13,,14,207000203,0.0,118800.0,10060200.0,4446000.0,1620900.0,220500.0,8482499.999999998,130719600.0,578700.0,12736800.0,2652300.0,5513400.0,0.0,1243800.0,13356900.0,61200.0,68400.0,117000.0,191997000.0,0.0,0.0006187596681198143,0.05239769371396428,0.02315661182205972,0.0084423194112408,0.001148455444616322,0.0441803778184034,0.6808418881545024,0.003014109595462429,0.06633853653963344,0.01381427834809919,0.028716073688651384,0.0,0.006478226222284723,0.06956827450428912,0.00031875498054657105,0.00035625556649322644,0.0006093845216331506,0.9999999999999999
14,,15,207000202,0.0,10269900.0,19613700.0,2336400.0,1494000.0,574200.0,30136499.999999996,491321700.0,15896700.0,65448899.99999999,14882400.0,40941900.0,4500.0,378000.0,48246300.0,515700.0,7188300.000000001,6406200.0,755655300.0,0.0,0.013590720530908736,0.025955882265366232,0.003091885943233641,0.0019770919359660415,0.000759870274184539,0.03988127920230295,0.6501928855656806,0.021036972810221804,0.08661211004541355,0.019694694128394256,0.05418065618013928,5.9550961926688e-06,0.0005002280801841792,0.06384696832007927,0.0006824540236798445,0.009512670658169143,0.008477674939883304,1.0
15,,16,207000208,0.0,2567700.0,12546000.0,6885000.0,3958200.0,2062800.0,104400.0,156833100.00000003,3156300.0,21529800.0,1774800.0,1758600.0,900.0,198900.0,27295200.0,1535400.0,144900.0,36900.0,242388900.00000003,0.0,0.01059330687172556,0.05175979593124932,0.028404766059831943,0.01632995570341711,0.008510290694004552,0.0004307127925412426,0.6470308665124517,0.013021635891742565,0.08882337433768625,0.007322117473201124,0.0072552827295309305,3.7130413150107115e-06,0.0008205821306173673,0.11260911700164486,0.006334448483408274,0.0005977996517167246,0.00015223469391543917,1.0
16,,17,208020609,0.0,141205499.99999997,49654800.0,40752899.99999999,21966300.0,9349200.0,524700.0,11111400.0,51653699.99999999,57823200.00000001,4282200.0,1482300.0,2683800.0000000005,622800.0,1611900.0,78417900.00000001,63908999.99999999,24345900.0,561397500.0,0.0,0.2515249889783976,0.08844855917598493,0.07259188008496652,0.03912789066570478,0.016653440743857963,0.0009346318784818244,0.019792393090457296,0.09200913791030418,0.10299867740771915,0.007627750390765901,0.0026403751352651198,0.004780569917037394,0.0011093743737725942,0.0028712276061079716,0.13968337942367043,0.11383912468438137,0.043366598533124925,1.0
17,,18,207000205,0.0,576000.0,30147300.0,6453900.000000001,2541600.0,858600.0,1814400.0,430882200.0,3212100.0,94478399.99999999,6810300.000000001,13502700.0,4500.0,877500.0,59899500.00000001,2229300.0,302400.0,173700.0,654764400.0,0.0,0.000879705738430495,0.04604297362532233,0.009856827891070438,0.003881701570824559,0.0013113113663479566,0.0027710730760560592,0.6580721248742296,0.004905734031966307,0.14429373374606191,0.010401145816724307,0.02062222686511362,6.872701081488242e-06,0.0013401767108902072,0.09148252409569001,0.003404736115769275,0.0004618455126760099,0.00026528626174544617,1.0
18,,19,207000207,0.0,1482300.0,25957800.0,5496300.0,1681200.0,456300.0,1070100.0,462426300.0,2699100.0,86657400.00000001,4123800.0,16495200.0,1800.0,254700.0,109886400.00000001,12188700.0,242100.0,202500.0,731322000.0,0.0,0.002026877353614413,0.03549435132540796,0.0075155676979497404,0.0022988505747126436,0.0006239385660488814,0.0014632405424696644,0.6323155873883187,0.0036907135297447637,0.11849417903467968,0.005638829407566024,0.022555317630264096,2.4612961185360212e-06,0.000348273400772847,0.15025720544438703,0.016666666666666666,0.00033104432794309484,0.00027689581333530236,1.0
19,,20,207000204,0.0,3267000.0,19004399.999999996,10237500.0,4657500.0,1457100.0000000002,941400.0,225598500.0,669600.0,57819600.0,2915100.0,4833000.0,0.0,329400.0,23749199.999999996,2782800.0,241200.0,154800.0,358658100.0,0.0,0.00910895362463583,0.05298751094705514,0.028543897377474536,0.012985904960741163,0.004062643503659893,0.0026247838819198565,0.6290071240549147,0.0018669590900080048,0.16121091368074497,0.008127796360935387,0.013475228915783583,0.0,0.0009184234233103895,0.0662168232085097,0.00775892137944187,0.000672506768981378,0.000431608821883571,0.9999999999999998
20,,21,208020803,0.0,109876499.99999999,22698000.000000004,31017600.0,18986400.0,11178000.0,6148800.0,108000.0,1493100.0,274500.0,0.0,0.0,68400.0,64800.0,24300.0,130500.0,2659500.0,1253699.9999999998,205982100.0,0.0,0.5334274191786567,0.11019404113270038,0.15058395850901607,0.09217499967230162,0.05426685134290795,0.0298511375503017,0.0005243174042793039,0.007248688114161376,0.0013326400692098973,0.0,0.0,0.00033206768937689245,0.0003145904425675823,0.00011797141596284338,0.0006335501968374921,0.012911316080377858,0.0060864512013422516,0.9999999999999998
21,,22,208011103,0.0,6887699.999999999,15349500.0,4467600.0,1298700.0000000002,420300.0,216000.0,2093400.0,41301900.0,17140500.0,907200.0,315000.0,1251900.0000000002,81900.0,1525500.0,109360800.0,220201200.00000003,7379100.000000001,430198200.0,0.0,0.01601052724069975,0.03568006560696907,0.010384980690295776,0.0030188410830170845,0.0009769915355294374,0.0005020941510215524,0.0048661291469838785,0.09600667785220858,0.03984326294252277,0.00210879543429052,0.0007322206369064306,0.0029100540169624146,0.00019037736559567194,0.0035460399415897137,0.25421026866221197,0.5118598822589217,0.017152791434273784,1.0
22,,23,208011006,0.0,343732499.99999994,2400300.0,1888200.0,692100.0,296100.0,768600.0,145800.0,1804500.0,295200.0,5400.0,0.0,99900.0,11700.0,81900.0,1692000.0,3180600.0,39139200.00000001,396233999.99999994,0.0,0.8674987507382002,0.006057784036705584,0.004765365920138101,0.0017466951346931361,0.0007472856948166994,0.0019397628673965387,0.00036796438468177903,0.004554127106709672,0.0007450143097260711,1.3628310543769592e-05,0.0,0.00025212374505973747,2.952800617816745e-05,0.00020669604324717215,0.004270203970381139,0.00802707491028029,0.09877799482124203,1.0
23,,24,208011105,0.0,86945400.00000001,5018400.0,1262700.0000000002,175500.0,38700.0,139500.0,375300.0,14111100.0,2133000.0,114300.0,100800.0,1150200.0,57600.0,944100.0,26987400.0,58053600.00000001,47722499.99999999,245330100.0,0.0,0.35440168165259794,0.02045570437545169,0.005146942833349843,0.0007153626888832638,0.00015774664421528382,0.0005686216244969533,0.0015297755962272873,0.05751882871282407,0.008694408064888899,0.0004659028794265359,0.00041087498028166946,0.004688377007142621,0.00023478570301809683,0.0038482844135309937,0.11000443891719769,0.23663464042936438,0.19452362347710286,1.0000000000000002
24,,25,207000402,0.0,1058400.0,16960500.0,2395800.0000000005,320400.0,43200.0,43200.0,233664300.00000003,8525699.999999998,56059200.0,1660500.0,3942000.0,0.0,51300.0,49113000.0,1476900.0,409500.0,128700.0,375852600.0,0.0,0.0028159975479749243,0.04512540288400293,0.006374307374752764,0.0008524618427543138,0.00011493867542754793,0.00011493867542754793,0.6216913226089165,0.022683626506774194,0.14915208781314804,0.004417955336746373,0.01048815413276375,0.0,0.00013648967707021316,0.13067090662669356,0.003929465966179295,0.0010895228608236314,0.00034242147054456987,1.0
25,,26,207000404,0.0,2600100.0,39837600.0,8176499.999999999,1125000.0,135900.0,180000.0,395777700.00000006,13068000.0,111410100.0,3996900.0,8101800.0,0.0,169200.0,118382399.99999999,5484600.0,401400.0,176400.0,709023600.0,0.0,0.0036671557900188373,0.0561865641707836,0.01153205619671898,0.0015866890749475758,0.00019167204025366714,0.0002538702519916121,0.5582010246203372,0.018430980294591042,0.15713172311894838,0.0056371889454737475,0.011426700042142461,0.0,0.0002386380368721154,0.16696538732984345,0.0077354265781844215,0.000566130661941295,0.0002487928469517799,1.0
26,,27,207000409,0.0,1594800.0,76260600.00000001,70019100.0,28866600.0,12216600.000000002,2646000.0,174987900.00000003,17136900.0,72659700.0,1656900.0,9039600.0,5400.0,346500.0,363213900.0,59164199.99999999,1081800.0,467100.0,891363600.0,0.0,0.001789168864423003,0.08555498564222279,0.07855279259776818,0.03238476419723668,0.013705518152188402,0.002968485587699565,0.19631483717755585,0.01922548778074402,0.0815152200516153,0.0018588374037261561,0.010141316068998105,6.0581338524480915e-06,0.0003887302555320859,0.40748118949438816,0.0663749338653721,0.0012136461484404345,0.00052402857823676,1.0000000000000002
27,,28,208011107,0.0,241586100.0,6510600.0,2672999.9999999995,894600.0,256500.0,232200.0,429300.0,4624200.0,1619100.0,42300.0,84600.0,396000.0,23400.0,273600.0,29335500.0,37850400.00000001,26550900.0,353382300.0,0.0,0.6836395031669668,0.018423673172085868,0.007564046077010647,0.0025315359597806683,0.0007258428053697086,0.0006570787501241573,0.0012148316426714072,0.013085545031542327,0.004581723532842477,0.00011970039246447827,0.00023940078492895654,0.0011205994188163923,6.6217238384605e-05,0.0007742323257276892,0.08301349558254616,0.10710892990395955,0.07513364421477815,1.0
28,,29,207000101,0.0,964800.0,21312900.0,962100.0,295200.0,54900.0,6318000.0,623112299.9999999,19705500.0,79583400.0,3097800.0,7120800.0,128700.0,480600.0,56385000.0,889200.0,191700.0,53100.0,820655999.9999999,0.0,0.0011756448499736798,0.025970565011405513,0.0011723547990875594,0.0003597122302158274,6.689770135111424e-05,0.007698719073521672,0.7592856202842604,0.024011888050535186,0.09697534655202669,0.003774785050008774,0.008676960870328128,0.00015682575890507109,0.0005856290577294263,0.06870722933848045,0.0010835234251623093,0.00023359361291454644,6.470433409370066e-05,0.9999999999999999
29,,30,207000103,0.0,1770300.0,26991900.0,2156400.0,725400.0,146700.0,1744200.0,523422899.99999994,23854500.0,118713600.0,2391300.0,10705500.0,0.0,108000.0,161072099.99999997,6465600.0,32400.0,138600.0,880439399.9999999,0.0,0.002010700566103698,0.030657305886129135,0.002449231599585389,0.0008239067901777227,0.0001666213483858174,0.00198105627712708,0.5945019043900125,0.02709385790776742,0.13483449286799298,0.0027160302003749496,0.012159269564719619,0.0,0.000122666023351522,0.18294512944332114,0.007343605931311117,3.67998070054566e-05,0.00015742139663445324,1.0
30,,31,207000105,0.0,1539900.0,15367500.0,3189600.0,934200.0,315900.0,354600.0,392185800.0,42650100.0,216137700.0,3564000.0,4256100.0,0.0,93600.0,50629500.00000001,11211300.0,29700.0,12600.0,742472100.0,0.0,0.0020740173267116704,0.02069774743050951,0.004295918998168416,0.0012582290970933453,0.0004254705328321428,0.0004775937035209808,0.5282162117606843,0.057443370599380095,0.29110548396363983,0.0048001803704139185,0.005732336609011975,0.0,0.00012606534306137563,0.06819044109536238,0.01509996133188035,4.0001503086782654e-05,1.697033464287749e-05,1.0
31,,32,208020106,0.0,134100.0,12996000.0,406800.0,135900.0,12600.0,126900.0,263393100.0,34587000.0,113955300.0,1743300.0,2554200.0000000005,0.0,4500.0,51657300.0,760500.0,31500.0,17100.0,482516100.0,0.0,0.0002779181876003723,0.026933816301673665,0.0008430806764789817,0.00028164863307151823,2.6113118298021558e-05,0.00026299640571578853,0.5458742205700494,0.07168050972806918,0.23616890711004254,0.00361293643880484,0.005293502123556086,0.0,9.326113677864843e-06,0.10705818935368167,0.0015761132115591583,6.528279574505389e-05,3.54392319758864e-05,1.0
32,,33,207000703,0.0,6093900.000000001,24902100.0,11744100.0,3871800.0,1243800.0,1057500.0,40245300.0,1281600.0,23652000.0,252000.0,1692900.0,29700.0,47700.0,66713400.0,38956499.99999999,932400.0,633600.0,223350300.0,0.0,0.02728404662989036,0.1114934701229414,0.05258152776154767,0.017335100960240483,0.0055688306664463845,0.004734714929865776,0.18018914682451737,0.005738071540535204,0.10589643264414689,0.0011282724939254616,0.007579573432406404,0.00013297497249835797,0.0002135658649216052,0.29869402458828126,0.17441883892701282,0.004174608227524208,0.0028367994132983032,1.0
33,,34,207001103,0.0,139611599.99999997,32299200.0,9554400.000000002,3972600.0,1302300.0000000002,520200.0,108945900.00000001,28752300.0,132190200.00000001,2592900.0,850500.0,2020500.0,662400.0,19584900.0,42554700.0,57877200.0,9393300.0,592685100.0,0.0,0.23555780295472245,0.05449639277248576,0.016120533483969822,0.006702716164114806,0.0021972882395727518,0.0008777004854685903,0.1838175111876442,0.048511933234022586,0.22303614516376405,0.004374835810787212,0.001434994738352626,0.0034090615741816355,0.001117625531669347,0.03304436031882698,0.07179984784500235,0.09765253082960917,0.015848719665805668,1.0
34,,35,207001110,0.0,589301100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589301100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,,36,207000806,0.0,1404000.0,20778300.0,4528800.0,999000.0,171900.0,2700.0,57964500.0,1617300.0,29163599.999999996,250200.0,1629000.0,6300.0,78300.0,123749100.00000001,9966600.000000002,1228499.9999999998,88200.0,253626300.0,0.0,0.005535703513397467,0.08192486347038931,0.017856192358600035,0.00393886596145589,0.0006777688276018693,1.0645583679610514e-05,0.22854293896177172,0.006376704624086698,0.11498649785136635,0.0009864907543105743,0.006422835486698343,2.483969525242453e-05,0.0003087219267087049,0.48791903678758874,0.039296397889335616,0.004843740574222783,0.00034775573353394343,1.0
36,,37,207000802,0.0,6817500.000000001,9726300.0,4878000.000000001,1377000.0,362700.0,22500.0,59390099.99999999,1105200.0,26406900.0,441000.0,625500.0,9000.0,63000.0,63350100.0,15889500.0,2888999.9999999995,108900.0,193462200.0,0.0,0.03523944212357764,0.050274937429637415,0.02521422789568195,0.007117669498227561,0.0018747848416900046,0.00011630178918672485,0.3069855506657114,0.0057127438848519245,0.13649643186110774,0.002279515068059807,0.003233189739390951,4.6520715674689936e-05,0.0003256450097228296,0.327454665562575,0.08213232352366509,0.014933149731575468,0.0005629006596637483,1.0
37,,38,207000702,0.0,3334500.0,13259700.0,3373200.0,867600.0,250200.0,123300.0,80361000.0,1497600.0,26206200.0,152100.0,902700.0,1800.0,32400.0,103319100.0,27767700.0,365400.0,288000.0,262102500.0,0.0,0.012722122070563996,0.050589750193149624,0.0128697742295476,0.003310155378144047,0.000954588376684694,0.00047042664606403986,0.30660142501502274,0.00571379517555155,0.0999845480298738,0.0005803073225169543,0.003444072452571036,6.867542278307151e-06,0.0001236157610095287,0.39419349300369133,0.10594214095630526,0.0013941110824963517,0.0010988067645291441,1.0
38,,39,205010402,0.0,198900.0,9657900.0,598500.0,79200.0,3600.0,64800.0,133455600.00000001,7128899.999999999,32244300.000000004,846000.0,900000.0,589500.0,135900.0,53958600.0,6828300.000000001,675900.0,420300.0,247786200.00000003,0.0,0.0008027081411313462,0.03897674688905193,0.0024153887504631006,0.0003196303910387261,1.4528654138123914e-05,0.00026151577448623044,0.5385917375543916,0.028770367357019874,0.13012952295164137,0.0034142337224591195,0.0036321635345309784,0.0023790671151177906,0.0005484566937141777,0.21776273254927028,0.027557224736486537,0.0027277548144327645,0.0016962203706259668,1.0
39,,40,205030611,0.0,2400300.0,76551300.0,63650700.0,29052000.0,11067300.0,2683800.0000000005,89668800.0,1058400.0,41734800.0,708300.0,681300.0,7910099.999999999,1333800.0,82763100.0,282312000.0,3707100.0,588600.0,697871700.0,0.0,0.003439457424624039,0.10969251224831154,0.09120687943070338,0.04162942844651818,0.015858645650769332,0.0038456925535166426,0.1284889471804058,0.001516611147865718,0.05980296951431044,0.0010149430045665988,0.0009762539446720651,0.011334604913768533,0.001911239558789961,0.11859357529471391,0.4045328102572436,0.005312007923519466,0.000843421505700833,1.0
40,,41,205030601,0.0,1754100.0,20317500.0,12881700.0,7219800.0,3126600.0,3112200.0,17895600.0,2691000.0000000005,11311200.000000002,440100.0,169200.0,1633500.0,324900.0,38371500.0,65767500.0,2857500.0,256500.0,190130400.0,0.0,0.009225773469155906,0.10686087022380429,0.06775192183890635,0.03797288597720302,0.0164445033513841,0.016368765857537774,0.0941227704775249,0.014153444162532664,0.059491801416291144,0.0023147271556784184,0.0008899155526943613,0.008591471958192903,0.0017088272049077895,0.2018167531336388,0.34590733517627903,0.015029158935130836,0.0013490741091377286,1.0
41,,42,207000905,0.0,2375100.0,27676800.0,11946599.999999998,2611800.0000000005,606600.0,189900.0,110835900.0,2680199.9999999995,48399299.99999999,871200.0,979200.0,162900.0,404100.0,134406900.0,124420499.99999999,5855400.0,468000.0,474890400.0,0.0,0.005001364525372591,0.05828039480267447,0.025156541383022268,0.005499795321194112,0.0012773473626756827,0.00039988174113437543,0.23339258911108754,0.005643828554967629,0.10191677911366495,0.0018345285564837696,0.002061949451915642,0.0003430265172764074,0.0008509331837409221,0.28302719953909367,0.2619983474081598,0.012330002880664676,0.0009854905468714465,1.0
42,,43,208010201,0.0,120699000.00000001,26895600.000000004,3390300.0,927900.0,239400.0,1003500.0,5658299.999999999,70352100.0,73115100.0,5102100.0,5701499.999999999,2404800.0,595800.0,1013400.0,72239399.99999999,45415800.0,5034600.0,439788600.0,0.0,0.274447768768904,0.06115574619260254,0.007708931063697422,0.002109877336520319,0.0005443524456977738,0.0022817781088459318,0.012865954233465805,0.1599679937133432,0.16625055765429117,0.011601255694213084,0.012964183246223298,0.005468081710167112,0.0013547418009470914,0.002304288924269524,0.16425937370818613,0.10326734253684611,0.0114477728617795,0.9999999999999999
43,,44,208011106,0.0,76834800.0,7556400.0,1961100.0,548100.0,138600.0,159300.0,479700.0,7627500.000000001,3124800.0,186300.0,87300.0,348300.0,81900.0,239400.0,43992000.0,66268800.0,42862500.0,252496800.0,0.0,0.3043000941002025,0.029926715902934217,0.007766831104394194,0.0021707205794291255,0.0005489178476717328,0.000630899084661667,0.001899826057201517,0.0302083036299866,0.012375602383871795,0.0007378311329094072,0.00034574695600102657,0.0013794234223958482,0.00032436054635147854,0.0009481308277966295,0.1742279506116513,0.2624540192192535,0.16975462659328752,1.0
44,,45,208010203,0.0,86069700.0,18950400.0,2454300.0,667800.0,106200.0,646200.0,4475700.0,55388700.0,52802100.0,2134800.0,1968300.0,2301300.0,236700.0,1346400.0,34607699.99999999,38650499.99999999,4524300.0,307331100.0,0.0,0.28005528890502784,0.06166118560731407,0.007985849788713216,0.0021729008225981686,0.00034555565642396753,0.0021026183162068533,0.014563121011833817,0.1802248454516969,0.17180851531133687,0.006946254381675008,0.006404493394908618,0.007488015368441398,0.0007701791325381649,0.004380942898391995,0.11260721742771881,0.12576175987396002,0.014721256651214277,1.0
45,,46,208010204,0.0,214393500.0,31607100.000000004,5157000.0,1773900.0,490500.0,931500.0,5495400.0,86700599.99999999,47246400.0,1319400.0,1162800.0,5330700.0,487800.0,2389500.0,49326300.0,148197600.0,26920800.0,628930800.0,0.0,0.3408856745447989,0.050255290407148136,0.008199630229589647,0.00282050107897403,0.0007798950218370607,0.0014810850414703812,0.008737686244655214,0.1378539578599108,0.07512177810340978,0.0020978460587396898,0.0018488520517678574,0.008475813237322771,0.0007756020217168566,0.003799305106380543,0.07842881919600694,0.23563419059775734,0.04280407319851405,1.0000000000000002
